day,complaint_type,n
2025-06-16T00:00:00.000,Illegal Parking,1746
2025-06-16T00:00:00.000,Noise - Residential,791
2025-06-16T00:00:00.000,Noise - Street/Sidewalk,473
2025-06-16T00:00:00.000,Rodent,156
2025-06-16T00:00:00.000,Street Condition,348
2025-06-17T00:00:00.000,Blocked Driveway,472
2025-06-17T00:00:00.000,Damaged Tree,83
2025-06-17T00:00:00.000,Dead/Dying Tree,38
2025-06-17T00:00:00.000,Dirty Condition,229
2025-06-17T00:00:00.000,HEAT/HOT WATER,106
2025-06-17T00:00:00.000,Illegal Fireworks,19
2025-06-17T00:00:00.000,Illegal Parking,1626
2025-06-17T00:00:00.000,Noise - Residential,691
2025-06-17T00:00:00.000,Noise - Street/Sidewalk,339
2025-06-17T00:00:00.000,Rodent,126
2025-06-17T00:00:00.000,Street Condition,298
2025-06-18T00:00:00.000,Blocked Driveway,466
2025-06-18T00:00:00.000,Damaged Tree,90
2025-06-18T00:00:00.000,Dead/Dying Tree,49
2025-06-18T00:00:00.000,Dirty Condition,186
2025-06-18T00:00:00.000,HEAT/HOT WATER,107
2025-06-18T00:00:00.000,Illegal Fireworks,42
2025-06-18T00:00:00.000,Illegal Parking,1593
2025-06-18T00:00:00.000,Noise - Residential,776
2025-06-18T00:00:00.000,Noise - Street/Sidewalk,585
2025-06-18T00:00:00.000,Rodent,140
2025-06-18T00:00:00.000,Street Condition,228
2025-06-19T00:00:00.000,Blocked Driveway,471
2025-06-19T00:00:00.000,Damaged Tree,542
2025-06-19T00:00:00.000,Dead/Dying Tree,48
2025-06-19T00:00:00.000,Dirty Condition,190
2025-06-19T00:00:00.000,HEAT/HOT WATER,104
2025-06-19T00:00:00.000,Illegal Fireworks,38
2025-06-19T00:00:00.000,Illegal Parking,1401
2025-06-19T00:00:00.000,Noise - Residential,802
2025-06-19T00:00:00.000,Noise - Street/Sidewalk,477
2025-06-19T00:00:00.000,Rodent,118
2025-06-19T00:00:00.000,Street Condition,200
2025-06-20T00:00:00.000,Blocked Driveway,470
2025-06-20T00:00:00.000,Damaged Tree,370
2025-06-20T00:00:00.000,Dead/Dying Tree,73
2025-06-20T00:00:00.000,Dirty Condition,194
2025-06-20T00:00:00.000,HEAT/HOT WATER,110
2025-06-20T00:00:00.000,Illegal Fireworks,59
2025-06-20T00:00:00.000,Illegal Parking,1637
2025-06-20T00:00:00.000,Noise - Residential,865
2025-06-20T00:00:00.000,Noise - Street/Sidewalk,820
2025-06-20T00:00:00.000,Rodent,114
2025-06-20T00:00:00.000,Street Condition,234
2025-06-21T00:00:00.000,Blocked Driveway,524
2025-06-21T00:00:00.000,Damaged Tree,110
2025-06-21T00:00:00.000,Dead/Dying Tree,22
2025-06-21T00:00:00.000,Dirty Condition,179
2025-06-21T00:00:00.000,HEAT/HOT WATER,103
2025-06-21T00:00:00.000,Illegal Fireworks,107
2025-06-21T00:00:00.000,Illegal Parking,1548
2025-06-21T00:00:00.000,Noise - Residential,1640
2025-06-21T00:00:00.000,Noise - Street/Sidewalk,1485
2025-06-21T00:00:00.000,Rodent,94
2025-06-21T00:00:00.000,Street Condition,128
2025-06-22T00:00:00.000,Blocked Driveway,525
2025-06-22T00:00:00.000,Damaged Tree,103
2025-06-22T00:00:00.000,Dead/Dying Tree,27
2025-06-22T00:00:00.000,Dirty Condition,187
2025-06-22T00:00:00.000,HEAT/HOT WATER,96
2025-06-22T00:00:00.000,Illegal Fireworks,85
2025-06-22T00:00:00.000,Illegal Parking,1700
2025-06-22T00:00:00.000,Noise - Residential,1462
2025-06-22T00:00:00.000,Noise - Street/Sidewalk,1429
2025-06-22T00:00:00.000,Rodent,110
2025-06-22T00:00:00.000,Street Condition,142
2025-06-23T00:00:00.000,Blocked Driveway,497
2025-06-23T00:00:00.000,Damaged Tree,148
2025-06-23T00:00:00.000,Dead/Dying Tree,51
2025-06-23T00:00:00.000,Dirty Condition,269
2025-06-23T00:00:00.000,HEAT/HOT WATER,189
2025-06-23T00:00:00.000,Illegal Fireworks,54
2025-06-23T00:00:00.000,Illegal Parking,1578
2025-06-23T00:00:00.000,Noise - Residential,640
2025-06-23T00:00:00.000,Noise - Street/Sidewalk,648
2025-06-23T00:00:00.000,Rodent,179
2025-06-23T00:00:00.000,Street Condition,241
2025-06-24T00:00:00.000,Blocked Driveway,461
2025-06-24T00:00:00.000,Damaged Tree,104
2025-06-24T00:00:00.000,Dead/Dying Tree,48
2025-06-24T00:00:00.000,Dirty Condition,236
2025-06-24T00:00:00.000,HEAT/HOT WATER,251
2025-06-24T00:00:00.000,Illegal Fireworks,33
2025-06-24T00:00:00.000,Illegal Parking,1504
2025-06-24T00:00:00.000,Noise - Residential,526
2025-06-24T00:00:00.000,Noise - Street/Sidewalk,819
2025-06-24T00:00:00.000,Rodent,130
2025-06-24T00:00:00.000,Street Condition,275
2025-06-25T00:00:00.000,Blocked Driveway,470
2025-06-25T00:00:00.000,Damaged Tree,158
2025-06-25T00:00:00.000,Dead/Dying Tree,36
2025-06-25T00:00:00.000,Dirty Condition,194
2025-06-25T00:00:00.000,HEAT/HOT WATER,222
2025-06-25T00:00:00.000,Illegal Fireworks,53
2025-06-25T00:00:00.000,Illegal Parking,1418
2025-06-25T00:00:00.000,Noise - Residential,535
2025-06-25T00:00:00.000,Noise - Street/Sidewalk,694
2025-06-25T00:00:00.000,Rodent,112
2025-06-25T00:00:00.000,Street Condition,312
2025-06-26T00:00:00.000,Blocked Driveway,453
2025-06-26T00:00:00.000,Damaged Tree,186
2025-06-26T00:00:00.000,Dead/Dying Tree,53
2025-06-26T00:00:00.000,Dirty Condition,281
2025-06-26T00:00:00.000,HEAT/HOT WATER,140
2025-06-26T00:00:00.000,Illegal Fireworks,46
2025-06-26T00:00:00.000,Illegal Parking,1544
2025-06-26T00:00:00.000,Noise - Residential,581
2025-06-26T00:00:00.000,Noise - Street/Sidewalk,511
2025-06-26T00:00:00.000,Rodent,127
2025-06-26T00:00:00.000,Street Condition,332
2025-06-27T00:00:00.000,Blocked Driveway,456
2025-06-27T00:00:00.000,Damaged Tree,100
2025-06-27T00:00:00.000,Dead/Dying Tree,40
2025-06-27T00:00:00.000,Dirty Condition,235
2025-06-27T00:00:00.000,HEAT/HOT WATER,126
2025-06-27T00:00:00.000,Illegal Fireworks,67
2025-06-27T00:00:00.000,Illegal Parking,1549
2025-06-27T00:00:00.000,Noise - Residential,843
2025-06-27T00:00:00.000,Noise - Street/Sidewalk,644
2025-06-27T00:00:00.000,Rodent,127
2025-06-27T00:00:00.000,Street Condition,275
2025-06-28T00:00:00.000,Blocked Driveway,494
2025-06-28T00:00:00.000,Damaged Tree,78
2025-06-28T00:00:00.000,Dead/Dying Tree,22
2025-06-28T00:00:00.000,Dirty Condition,181
2025-06-28T00:00:00.000,HEAT/HOT WATER,123
2025-06-28T00:00:00.000,Illegal Fireworks,149
2025-06-28T00:00:00.000,Illegal Parking,1307
2025-06-28T00:00:00.000,Noise - Residential,1545
2025-06-28T00:00:00.000,Noise - Street/Sidewalk,1197
2025-06-28T00:00:00.000,Rodent,94
2025-06-28T00:00:00.000,Street Condition,126
2025-06-29T00:00:00.000,Blocked Driveway,481
2025-06-29T00:00:00.000,Damaged Tree,74
2025-06-29T00:00:00.000,Dead/Dying Tree,19
2025-06-29T00:00:00.000,Dirty Condition,179
2025-06-29T00:00:00.000,HEAT/HOT WATER,124
2025-06-29T00:00:00.000,Illegal Fireworks,148
2025-06-29T00:00:00.000,Illegal Parking,1512
2025-06-29T00:00:00.000,Noise - Residential,1372
2025-06-29T00:00:00.000,Noise - Street/Sidewalk,1431
2025-06-29T00:00:00.000,Rodent,81
2025-06-29T00:00:00.000,Street Condition,138
2025-06-30T00:00:00.000,Blocked Driveway,472
2025-06-30T00:00:00.000,Damaged Tree,126
2025-06-30T00:00:00.000,Dead/Dying Tree,63
2025-06-30T00:00:00.000,Dirty Condition,265
2025-06-30T00:00:00.000,HEAT/HOT WATER,126
2025-06-30T00:00:00.000,Illegal Fireworks,146
2025-06-30T00:00:00.000,Illegal Parking,1525
2025-06-30T00:00:00.000,Noise - Residential,630
2025-06-30T00:00:00.000,Noise - Street/Sidewalk,609
2025-06-30T00:00:00.000,Rodent,149
2025-06-30T00:00:00.000,Street Condition,258
2025-07-01T00:00:00.000,Blocked Driveway,456
2025-07-01T00:00:00.000,Damaged Tree,157
2025-07-01T00:00:00.000,Dead/Dying Tree,45
2025-07-01T00:00:00.000,Dirty Condition,219
2025-07-01T00:00:00.000,HEAT/HOT WATER,125
2025-07-01T00:00:00.000,Illegal Fireworks,73
2025-07-01T00:00:00.000,Illegal Parking,1523
2025-07-01T00:00:00.000,Noise - Residential,462
2025-07-01T00:00:00.000,Noise - Street/Sidewalk,316
2025-07-01T00:00:00.000,Rodent,138
2025-07-01T00:00:00.000,Street Condition,238
2025-07-02T00:00:00.000,Blocked Driveway,425
2025-07-02T00:00:00.000,Damaged Tree,122
2025-07-02T00:00:00.000,Dead/Dying Tree,45
2025-07-02T00:00:00.000,Dirty Condition,234
2025-07-02T00:00:00.000,HEAT/HOT WATER,139
2025-07-02T00:00:00.000,Illegal Fireworks,229
2025-07-02T00:00:00.000,Illegal Parking,1549
2025-07-02T00:00:00.000,Noise - Residential,558
2025-07-02T00:00:00.000,Noise - Street/Sidewalk,502
2025-07-02T00:00:00.000,Rodent,150
2025-07-02T00:00:00.000,Street Condition,289
2025-07-03T00:00:00.000,Blocked Driveway,367
2025-07-03T00:00:00.000,Damaged Tree,152
2025-07-03T00:00:00.000,Dead/Dying Tree,73
2025-07-03T00:00:00.000,Dirty Condition,192
2025-07-03T00:00:00.000,HEAT/HOT WATER,89
2025-07-03T00:00:00.000,Illegal Fireworks,631
2025-07-03T00:00:00.000,Illegal Parking,1480
2025-07-03T00:00:00.000,Noise - Residential,640
2025-07-03T00:00:00.000,Noise - Street/Sidewalk,623
2025-07-03T00:00:00.000,Rodent,115
2025-07-03T00:00:00.000,Street Condition,227
2025-07-04T00:00:00.000,Blocked Driveway,382
2025-07-04T00:00:00.000,Damaged Tree,82
2025-07-04T00:00:00.000,Dead/Dying Tree,39
2025-07-04T00:00:00.000,Dirty Condition,164
2025-07-04T00:00:00.000,HEAT/HOT WATER,63
2025-07-04T00:00:00.000,Illegal Fireworks,3136
2025-07-04T00:00:00.000,Illegal Parking,1148
2025-07-04T00:00:00.000,Noise - Residential,1340
2025-07-04T00:00:00.000,Noise - Street/Sidewalk,1456
2025-07-04T00:00:00.000,Rodent,65
2025-07-04T00:00:00.000,Street Condition,64
2025-07-05T00:00:00.000,Blocked Driveway,405
2025-07-05T00:00:00.000,Damaged Tree,91
2025-07-05T00:00:00.000,Dead/Dying Tree,13
2025-07-05T00:00:00.000,Dirty Condition,163
2025-07-05T00:00:00.000,HEAT/HOT WATER,63
2025-07-05T00:00:00.000,Illegal Fireworks,1714
2025-07-05T00:00:00.000,Illegal Parking,1208
2025-07-05T00:00:00.000,Noise - Residential,1757
2025-07-05T00:00:00.000,Noise - Street/Sidewalk,1926
2025-07-05T00:00:00.000,Rodent,79
2025-07-05T00:00:00.000,Street Condition,115
2025-07-06T00:00:00.000,Blocked Driveway,387
2025-07-06T00:00:00.000,Damaged Tree,84
2025-07-06T00:00:00.000,Dead/Dying Tree,23
2025-07-06T00:00:00.000,Dirty Condition,175
2025-07-06T00:00:00.000,HEAT/HOT WATER,84
2025-07-06T00:00:00.000,Illegal Fireworks,529
2025-07-06T00:00:00.000,Illegal Parking,1391
2025-07-06T00:00:00.000,Noise - Residential,1291
2025-07-06T00:00:00.000,Noise - Street/Sidewalk,1260
2025-07-06T00:00:00.000,Rodent,96
2025-07-06T00:00:00.000,Street Condition,104
2025-07-07T00:00:00.000,Blocked Driveway,431
2025-07-07T00:00:00.000,Damaged Tree,127
2025-07-07T00:00:00.000,Dead/Dying Tree,60
2025-07-07T00:00:00.000,Dirty Condition,292
2025-07-07T00:00:00.000,HEAT/HOT WATER,114
2025-07-07T00:00:00.000,Illegal Fireworks,186
2025-07-07T00:00:00.000,Illegal Parking,1509
2025-07-07T00:00:00.000,Noise - Residential,549
2025-07-07T00:00:00.000,Noise - Street/Sidewalk,401
2025-07-07T00:00:00.000,Rodent,150
2025-07-07T00:00:00.000,Street Condition,222
2025-07-08T00:00:00.000,Blocked Driveway,408
2025-07-08T00:00:00.000,Damaged Tree,158
2025-07-08T00:00:00.000,Dead/Dying Tree,75
2025-07-08T00:00:00.000,Dirty Condition,245
2025-07-08T00:00:00.000,HEAT/HOT WATER,108
2025-07-08T00:00:00.000,Illegal Fireworks,81
2025-07-08T00:00:00.000,Illegal Parking,1547
2025-07-08T00:00:00.000,Noise - Residential,514
2025-07-08T00:00:00.000,Noise - Street/Sidewalk,308
2025-07-08T00:00:00.000,Rodent,120
2025-07-08T00:00:00.000,Street Condition,212
2025-07-09T00:00:00.000,Blocked Driveway,418
2025-07-09T00:00:00.000,Damaged Tree,175
2025-07-09T00:00:00.000,Dead/Dying Tree,59
2025-07-09T00:00:00.000,Dirty Condition,214
2025-07-09T00:00:00.000,HEAT/HOT WATER,103
2025-07-09T00:00:00.000,Illegal Fireworks,54
2025-07-09T00:00:00.000,Illegal Parking,1571
2025-07-09T00:00:00.000,Noise - Residential,507
2025-07-09T00:00:00.000,Noise - Street/Sidewalk,340
2025-07-09T00:00:00.000,Rodent,117
2025-07-09T00:00:00.000,Street Condition,271
2025-07-10T00:00:00.000,Blocked Driveway,439
2025-07-10T00:00:00.000,Damaged Tree,138
2025-07-10T00:00:00.000,Dead/Dying Tree,61
2025-07-10T00:00:00.000,Dirty Condition,260
2025-07-10T00:00:00.000,HEAT/HOT WATER,82
2025-07-10T00:00:00.000,Illegal Fireworks,44
2025-07-10T00:00:00.000,Illegal Parking,1635
2025-07-10T00:00:00.000,Noise - Residential,569
2025-07-10T00:00:00.000,Noise - Street/Sidewalk,397
2025-07-10T00:00:00.000,Rodent,155
2025-07-10T00:00:00.000,Street Condition,303
2025-07-11T00:00:00.000,Blocked Driveway,465
2025-07-11T00:00:00.000,Damaged Tree,105
2025-07-11T00:00:00.000,Dead/Dying Tree,49
2025-07-11T00:00:00.000,Dirty Condition,234
2025-07-11T00:00:00.000,HEAT/HOT WATER,92
2025-07-11T00:00:00.000,Illegal Fireworks,49
2025-07-11T00:00:00.000,Illegal Parking,1590
2025-07-11T00:00:00.000,Noise - Residential,716
2025-07-11T00:00:00.000,Noise - Street/Sidewalk,661
2025-07-11T00:00:00.000,Rodent,124
2025-07-11T00:00:00.000,Street Condition,175
2025-07-12T00:00:00.000,Blocked Driveway,505
2025-07-12T00:00:00.000,Damaged Tree,57
2025-07-12T00:00:00.000,Dead/Dying Tree,23
2025-07-12T00:00:00.000,Dirty Condition,178
2025-07-12T00:00:00.000,HEAT/HOT WATER,73
2025-07-12T00:00:00.000,Illegal Fireworks,97
2025-07-12T00:00:00.000,Illegal Parking,1539
2025-07-12T00:00:00.000,Noise - Residential,1309
2025-07-12T00:00:00.000,Noise - Street/Sidewalk,1272
2025-07-12T00:00:00.000,Rodent,89
2025-07-12T00:00:00.000,Street Condition,114
2025-07-13T00:00:00.000,Blocked Driveway,484
2025-07-13T00:00:00.000,Damaged Tree,57
2025-07-13T00:00:00.000,Dead/Dying Tree,13
2025-07-13T00:00:00.000,Dirty Condition,188
2025-07-13T00:00:00.000,HEAT/HOT WATER,89
2025-07-13T00:00:00.000,Illegal Fireworks,91
2025-07-13T00:00:00.000,Illegal Parking,1576
2025-07-13T00:00:00.000,Noise - Residential,1359
2025-07-13T00:00:00.000,Noise - Street/Sidewalk,1488
2025-07-13T00:00:00.000,Rodent,95
2025-07-13T00:00:00.000,Street Condition,146
2025-07-14T00:00:00.000,Blocked Driveway,469
2025-07-14T00:00:00.000,Damaged Tree,173
2025-07-14T00:00:00.000,Dead/Dying Tree,49
2025-07-14T00:00:00.000,Dirty Condition,250
2025-07-14T00:00:00.000,HEAT/HOT WATER,109
2025-07-14T00:00:00.000,Illegal Fireworks,10
2025-07-14T00:00:00.000,Illegal Parking,1429
2025-07-14T00:00:00.000,Noise - Residential,572
2025-07-14T00:00:00.000,Noise - Street/Sidewalk,311
2025-07-14T00:00:00.000,Rodent,142
2025-07-14T00:00:00.000,Street Condition,195
2025-07-15T00:00:00.000,Blocked Driveway,422
2025-07-15T00:00:00.000,Damaged Tree,224
2025-07-15T00:00:00.000,Dead/Dying Tree,69
2025-07-15T00:00:00.000,Dirty Condition,270
2025-07-15T00:00:00.000,HEAT/HOT WATER,147
2025-07-15T00:00:00.000,Illegal Fireworks,21
2025-07-15T00:00:00.000,Illegal Parking,1666
2025-07-15T00:00:00.000,Noise - Residential,487
2025-07-15T00:00:00.000,Noise - Street/Sidewalk,299
2025-07-15T00:00:00.000,Rodent,160
2025-07-15T00:00:00.000,Street Condition,279
2025-07-16T00:00:00.000,Blocked Driveway,405
2025-07-16T00:00:00.000,Damaged Tree,147
2025-07-16T00:00:00.000,Dead/Dying Tree,57
2025-07-16T00:00:00.000,Dirty Condition,243
2025-07-16T00:00:00.000,HEAT/HOT WATER,101
2025-07-16T00:00:00.000,Illegal Fireworks,32
2025-07-16T00:00:00.000,Illegal Parking,1571
2025-07-16T00:00:00.000,Noise - Residential,579
2025-07-16T00:00:00.000,Noise - Street/Sidewalk,475
2025-07-16T00:00:00.000,Rodent,140
2025-07-16T00:00:00.000,Street Condition,249
2025-07-17T00:00:00.000,Blocked Driveway,411
2025-07-17T00:00:00.000,Damaged Tree,139
2025-07-17T00:00:00.000,Dead/Dying Tree,59
2025-07-17T00:00:00.000,Dirty Condition,237
2025-07-17T00:00:00.000,HEAT/HOT WATER,104
2025-07-17T00:00:00.000,Illegal Fireworks,12
2025-07-17T00:00:00.000,Illegal Parking,1566
2025-07-17T00:00:00.000,Noise - Residential,574
2025-07-17T00:00:00.000,Noise - Street/Sidewalk,505
2025-07-17T00:00:00.000,Rodent,154
2025-07-17T00:00:00.000,Street Condition,269
2025-07-18T00:00:00.000,Blocked Driveway,452
2025-07-18T00:00:00.000,Damaged Tree,137
2025-07-18T00:00:00.000,Dead/Dying Tree,54
2025-07-18T00:00:00.000,Dirty Condition,231
2025-07-18T00:00:00.000,HEAT/HOT WATER,96
2025-07-18T00:00:00.000,Illegal Fireworks,24
2025-07-18T00:00:00.000,Illegal Parking,1581
2025-07-18T00:00:00.000,Noise - Residential,772
2025-07-18T00:00:00.000,Noise - Street/Sidewalk,747
2025-07-18T00:00:00.000,Rodent,99
2025-07-18T00:00:00.000,Street Condition,188
2025-07-19T00:00:00.000,Blocked Driveway,424
2025-07-19T00:00:00.000,Damaged Tree,68
2025-07-19T00:00:00.000,Dead/Dying Tree,21
2025-07-19T00:00:00.000,Dirty Condition,161
2025-07-19T00:00:00.000,HEAT/HOT WATER,71
2025-07-19T00:00:00.000,Illegal Fireworks,52
2025-07-19T00:00:00.000,Illegal Parking,1506
2025-07-19T00:00:00.000,Noise - Residential,1392
2025-07-19T00:00:00.000,Noise - Street/Sidewalk,1223
2025-07-19T00:00:00.000,Rodent,84
2025-07-19T00:00:00.000,Street Condition,108
2025-07-20T00:00:00.000,Blocked Driveway,454
2025-07-20T00:00:00.000,Damaged Tree,84
2025-07-20T00:00:00.000,Dead/Dying Tree,26
2025-07-20T00:00:00.000,Dirty Condition,162
2025-07-20T00:00:00.000,HEAT/HOT WATER,64
2025-07-20T00:00:00.000,Illegal Fireworks,61
2025-07-20T00:00:00.000,Illegal Parking,1607
2025-07-20T00:00:00.000,Noise - Residential,1476
2025-07-20T00:00:00.000,Noise - Street/Sidewalk,1359
2025-07-20T00:00:00.000,Rodent,70
2025-07-20T00:00:00.000,Street Condition,117
2025-07-21T00:00:00.000,Blocked Driveway,439
2025-07-21T00:00:00.000,Damaged Tree,127
2025-07-21T00:00:00.000,Dead/Dying Tree,59
2025-07-21T00:00:00.000,Dirty Condition,260
2025-07-21T00:00:00.000,HEAT/HOT WATER,115
2025-07-21T00:00:00.000,Illegal Fireworks,10
2025-07-21T00:00:00.000,Illegal Parking,1605
2025-07-21T00:00:00.000,Noise - Residential,720
2025-07-21T00:00:00.000,Noise - Street/Sidewalk,687
2025-07-21T00:00:00.000,Rodent,157
2025-07-21T00:00:00.000,Street Condition,240
2025-07-22T00:00:00.000,Blocked Driveway,398
2025-07-22T00:00:00.000,Damaged Tree,112
2025-07-22T00:00:00.000,Dead/Dying Tree,40
2025-07-22T00:00:00.000,Dirty Condition,271
2025-07-22T00:00:00.000,HEAT/HOT WATER,106
2025-07-22T00:00:00.000,Illegal Fireworks,18
2025-07-22T00:00:00.000,Illegal Parking,1690
2025-07-22T00:00:00.000,Noise - Residential,649
2025-07-22T00:00:00.000,Noise - Street/Sidewalk,491
2025-07-22T00:00:00.000,Rodent,120
2025-07-22T00:00:00.000,Street Condition,259
2025-07-23T00:00:00.000,Blocked Driveway,383
2025-07-23T00:00:00.000,Damaged Tree,102
2025-07-23T00:00:00.000,Dead/Dying Tree,43
2025-07-23T00:00:00.000,Dirty Condition,245
2025-07-23T00:00:00.000,HEAT/HOT WATER,97
2025-07-23T00:00:00.000,Illegal Fireworks,14
2025-07-23T00:00:00.000,Illegal Parking,1595
2025-07-23T00:00:00.000,Noise - Residential,665
2025-07-23T00:00:00.000,Noise - Street/Sidewalk,490
2025-07-23T00:00:00.000,Rodent,127
2025-07-23T00:00:00.000,Street Condition,278
2025-07-24T00:00:00.000,Blocked Driveway,387
2025-07-24T00:00:00.000,Damaged Tree,110
2025-07-24T00:00:00.000,Dead/Dying Tree,57
2025-07-24T00:00:00.000,Dirty Condition,247
2025-07-24T00:00:00.000,HEAT/HOT WATER,88
2025-07-24T00:00:00.000,Illegal Fireworks,20
2025-07-24T00:00:00.000,Illegal Parking,1536
2025-07-24T00:00:00.000,Noise - Residential,687
2025-07-24T00:00:00.000,Noise - Street/Sidewalk,464
2025-07-24T00:00:00.000,Rodent,99
2025-07-24T00:00:00.000,Street Condition,231
2025-07-25T00:00:00.000,Blocked Driveway,476
2025-07-25T00:00:00.000,Damaged Tree,409
2025-07-25T00:00:00.000,Dead/Dying Tree,52
2025-07-25T00:00:00.000,Dirty Condition,205
2025-07-25T00:00:00.000,HEAT/HOT WATER,82
2025-07-25T00:00:00.000,Illegal Fireworks,12
2025-07-25T00:00:00.000,Illegal Parking,1451
2025-07-25T00:00:00.000,Noise - Residential,790
2025-07-25T00:00:00.000,Noise - Street/Sidewalk,634
2025-07-25T00:00:00.000,Rodent,110
2025-07-25T00:00:00.000,Street Condition,176
2025-07-26T00:00:00.000,Blocked Driveway,446
2025-07-26T00:00:00.000,Damaged Tree,193
2025-07-26T00:00:00.000,Dead/Dying Tree,44
2025-07-26T00:00:00.000,Dirty Condition,169
2025-07-26T00:00:00.000,HEAT/HOT WATER,96
2025-07-26T00:00:00.000,Illegal Fireworks,41
2025-07-26T00:00:00.000,Illegal Parking,1542
2025-07-26T00:00:00.000,Noise - Residential,1736
2025-07-26T00:00:00.000,Noise - Street/Sidewalk,1220
2025-07-26T00:00:00.000,Rodent,80
2025-07-26T00:00:00.000,Street Condition,97
2025-07-27T00:00:00.000,Blocked Driveway,474
2025-07-27T00:00:00.000,Damaged Tree,128
2025-07-27T00:00:00.000,Dead/Dying Tree,28
2025-07-27T00:00:00.000,Dirty Condition,186
2025-07-27T00:00:00.000,HEAT/HOT WATER,97
2025-07-27T00:00:00.000,Illegal Fireworks,34
2025-07-27T00:00:00.000,Illegal Parking,1501
2025-07-27T00:00:00.000,Noise - Residential,1648
2025-07-27T00:00:00.000,Noise - Street/Sidewalk,1741
2025-07-27T00:00:00.000,Rodent,101
2025-07-27T00:00:00.000,Street Condition,128
2025-07-28T00:00:00.000,Blocked Driveway,451
2025-07-28T00:00:00.000,Damaged Tree,173
2025-07-28T00:00:00.000,Dead/Dying Tree,75
2025-07-28T00:00:00.000,Dirty Condition,284
2025-07-28T00:00:00.000,HEAT/HOT WATER,99
2025-07-28T00:00:00.000,Illegal Fireworks,12
2025-07-28T00:00:00.000,Illegal Parking,1574
2025-07-28T00:00:00.000,Noise - Residential,680
2025-07-28T00:00:00.000,Noise - Street/Sidewalk,562
2025-07-28T00:00:00.000,Rodent,140
2025-07-28T00:00:00.000,Street Condition,214
2025-07-29T00:00:00.000,Blocked Driveway,489
2025-07-29T00:00:00.000,Damaged Tree,148
2025-07-29T00:00:00.000,Dead/Dying Tree,60
2025-07-29T00:00:00.000,Dirty Condition,232
2025-07-29T00:00:00.000,HEAT/HOT WATER,118
2025-07-29T00:00:00.000,Illegal Fireworks,9
2025-07-29T00:00:00.000,Illegal Parking,1487
2025-07-29T00:00:00.000,Noise - Residential,607
2025-07-29T00:00:00.000,Noise - Street/Sidewalk,499
2025-07-29T00:00:00.000,Rodent,124
2025-07-29T00:00:00.000,Street Condition,230
2025-07-30T00:00:00.000,Blocked Driveway,449
2025-07-30T00:00:00.000,Damaged Tree,118
2025-07-30T00:00:00.000,Dead/Dying Tree,43
2025-07-30T00:00:00.000,Dirty Condition,233
2025-07-30T00:00:00.000,HEAT/HOT WATER,111
2025-07-30T00:00:00.000,Illegal Fireworks,7
2025-07-30T00:00:00.000,Illegal Parking,1446
2025-07-30T00:00:00.000,Noise - Residential,540
2025-07-30T00:00:00.000,Noise - Street/Sidewalk,384
2025-07-30T00:00:00.000,Rodent,124
2025-07-30T00:00:00.000,Street Condition,171
2025-07-31T00:00:00.000,Blocked Driveway,400
2025-07-31T00:00:00.000,Damaged Tree,198
2025-07-31T00:00:00.000,Dead/Dying Tree,52
2025-07-31T00:00:00.000,Dirty Condition,226
2025-07-31T00:00:00.000,HEAT/HOT WATER,83
2025-07-31T00:00:00.000,Illegal Fireworks,2
2025-07-31T00:00:00.000,Illegal Parking,1382
2025-07-31T00:00:00.000,Noise - Residential,514
2025-07-31T00:00:00.000,Noise - Street/Sidewalk,246
2025-07-31T00:00:00.000,Rodent,111
2025-07-31T00:00:00.000,Street Condition,229
2025-08-01T00:00:00.000,Blocked Driveway,420
2025-08-01T00:00:00.000,Damaged Tree,202
2025-08-01T00:00:00.000,Dead/Dying Tree,67
2025-08-01T00:00:00.000,Dirty Condition,220
2025-08-01T00:00:00.000,HEAT/HOT WATER,95
2025-08-01T00:00:00.000,Illegal Fireworks,21
2025-08-01T00:00:00.000,Illegal Parking,1458
2025-08-01T00:00:00.000,Noise - Residential,816
2025-08-01T00:00:00.000,Noise - Street/Sidewalk,637
2025-08-01T00:00:00.000,Rodent,107
2025-08-01T00:00:00.000,Street Condition,296
2025-08-02T00:00:00.000,Blocked Driveway,411
2025-08-02T00:00:00.000,Damaged Tree,100
2025-08-02T00:00:00.000,Dead/Dying Tree,25
2025-08-02T00:00:00.000,Dirty Condition,172
2025-08-02T00:00:00.000,HEAT/HOT WATER,68
2025-08-02T00:00:00.000,Illegal Fireworks,33
2025-08-02T00:00:00.000,Illegal Parking,1486
2025-08-02T00:00:00.000,Noise - Residential,2241
2025-08-02T00:00:00.000,Noise - Street/Sidewalk,1442
2025-08-02T00:00:00.000,Rodent,100
2025-08-02T00:00:00.000,Street Condition,150
2025-08-03T00:00:00.000,Blocked Driveway,474
2025-08-03T00:00:00.000,Damaged Tree,81
2025-08-03T00:00:00.000,Dead/Dying Tree,42
2025-08-03T00:00:00.000,Dirty Condition,186
2025-08-03T00:00:00.000,HEAT/HOT WATER,78
2025-08-03T00:00:00.000,Illegal Fireworks,34
2025-08-03T00:00:00.000,Illegal Parking,1525
2025-08-03T00:00:00.000,Noise - Residential,1662
2025-08-03T00:00:00.000,Noise - Street/Sidewalk,1580
2025-08-03T00:00:00.000,Rodent,89
2025-08-03T00:00:00.000,Street Condition,139
2025-08-04T00:00:00.000,Blocked Driveway,444
2025-08-04T00:00:00.000,Damaged Tree,129
