day,complaint_type,n
2025-08-04T00:00:00.000,Dead/Dying Tree,61
2025-08-04T00:00:00.000,Dirty Condition,278
2025-08-04T00:00:00.000,HEAT/HOT WATER,98
2025-08-04T00:00:00.000,Illegal Fireworks,16
2025-08-04T00:00:00.000,Illegal Parking,1684
2025-08-04T00:00:00.000,Noise - Residential,794
2025-08-04T00:00:00.000,Noise - Street/Sidewalk,558
2025-08-04T00:00:00.000,Rodent,139
2025-08-04T00:00:00.000,Street Condition,214
2025-08-05T00:00:00.000,Blocked Driveway,408
2025-08-05T00:00:00.000,Damaged Tree,112
2025-08-05T00:00:00.000,Dead/Dying Tree,52
2025-08-05T00:00:00.000,Dirty Condition,283
2025-08-05T00:00:00.000,HEAT/HOT WATER,102
2025-08-05T00:00:00.000,Illegal Fireworks,13
2025-08-05T00:00:00.000,Illegal Parking,1657
2025-08-05T00:00:00.000,Noise - Residential,673
2025-08-05T00:00:00.000,Noise - Street/Sidewalk,410
2025-08-05T00:00:00.000,Rodent,126
2025-08-05T00:00:00.000,Street Condition,230
2025-08-06T00:00:00.000,Blocked Driveway,383
2025-08-06T00:00:00.000,Damaged Tree,98
2025-08-06T00:00:00.000,Dead/Dying Tree,45
2025-08-06T00:00:00.000,Dirty Condition,282
2025-08-06T00:00:00.000,HEAT/HOT WATER,79
2025-08-06T00:00:00.000,Illegal Fireworks,6
2025-08-06T00:00:00.000,Illegal Parking,1588
2025-08-06T00:00:00.000,Noise - Residential,664
2025-08-06T00:00:00.000,Noise - Street/Sidewalk,427
2025-08-06T00:00:00.000,Rodent,118
2025-08-06T00:00:00.000,Street Condition,252
2025-08-07T00:00:00.000,Blocked Driveway,435
2025-08-07T00:00:00.000,Damaged Tree,114
2025-08-07T00:00:00.000,Dead/Dying Tree,57
2025-08-07T00:00:00.000,Dirty Condition,255
2025-08-07T00:00:00.000,HEAT/HOT WATER,75
2025-08-07T00:00:00.000,Illegal Fireworks,8
2025-08-07T00:00:00.000,Illegal Parking,1511
2025-08-07T00:00:00.000,Noise - Residential,649
2025-08-07T00:00:00.000,Noise - Street/Sidewalk,521
2025-08-07T00:00:00.000,Rodent,119
2025-08-07T00:00:00.000,Street Condition,193
2025-08-08T00:00:00.000,Blocked Driveway,416
2025-08-08T00:00:00.000,Damaged Tree,88
2025-08-08T00:00:00.000,Dead/Dying Tree,45
2025-08-08T00:00:00.000,Dirty Condition,209
2025-08-08T00:00:00.000,HEAT/HOT WATER,79
2025-08-08T00:00:00.000,Illegal Fireworks,21
2025-08-08T00:00:00.000,Illegal Parking,1518
2025-08-08T00:00:00.000,Noise - Residential,850
2025-08-08T00:00:00.000,Noise - Street/Sidewalk,784
2025-08-08T00:00:00.000,Rodent,118
2025-08-08T00:00:00.000,Street Condition,152
2025-08-09T00:00:00.000,Blocked Driveway,474
2025-08-09T00:00:00.000,Damaged Tree,61
2025-08-09T00:00:00.000,Dead/Dying Tree,26
2025-08-09T00:00:00.000,Dirty Condition,166
2025-08-09T00:00:00.000,HEAT/HOT WATER,71
2025-08-09T00:00:00.000,Illegal Fireworks,44
2025-08-09T00:00:00.000,Illegal Parking,1453
2025-08-09T00:00:00.000,Noise - Residential,1630
2025-08-09T00:00:00.000,Noise - Street/Sidewalk,1365
2025-08-09T00:00:00.000,Rodent,81
2025-08-09T00:00:00.000,Street Condition,114
2025-08-10T00:00:00.000,Blocked Driveway,471
2025-08-10T00:00:00.000,Damaged Tree,67
2025-08-10T00:00:00.000,Dead/Dying Tree,31
2025-08-10T00:00:00.000,Dirty Condition,196
2025-08-10T00:00:00.000,HEAT/HOT WATER,84
2025-08-10T00:00:00.000,Illegal Fireworks,47
2025-08-10T00:00:00.000,Illegal Parking,1423
2025-08-10T00:00:00.000,Noise - Residential,1653
2025-08-10T00:00:00.000,Noise - Street/Sidewalk,1585
2025-08-10T00:00:00.000,Rodent,77
2025-08-10T00:00:00.000,Street Condition,130
2025-08-11T00:00:00.000,Blocked Driveway,444
2025-08-11T00:00:00.000,Damaged Tree,111
2025-08-11T00:00:00.000,Dead/Dying Tree,66
2025-08-11T00:00:00.000,Dirty Condition,281
2025-08-11T00:00:00.000,HEAT/HOT WATER,97
2025-08-11T00:00:00.000,Illegal Fireworks,13
2025-08-11T00:00:00.000,Illegal Parking,1609
2025-08-11T00:00:00.000,Noise - Residential,768
2025-08-11T00:00:00.000,Noise - Street/Sidewalk,611
2025-08-11T00:00:00.000,Rodent,110
2025-08-11T00:00:00.000,Street Condition,212
2025-08-12T00:00:00.000,Blocked Driveway,483
2025-08-12T00:00:00.000,Damaged Tree,97
2025-08-12T00:00:00.000,Dead/Dying Tree,68
2025-08-12T00:00:00.000,Dirty Condition,238
2025-08-12T00:00:00.000,HEAT/HOT WATER,94
2025-08-12T00:00:00.000,Illegal Fireworks,6
2025-08-12T00:00:00.000,Illegal Parking,1689
2025-08-12T00:00:00.000,Noise - Residential,575
2025-08-12T00:00:00.000,Noise - Street/Sidewalk,442
2025-08-12T00:00:00.000,Rodent,133
2025-08-12T00:00:00.000,Street Condition,202
2025-08-13T00:00:00.000,Blocked Driveway,430
2025-08-13T00:00:00.000,Damaged Tree,130
2025-08-13T00:00:00.000,Dead/Dying Tree,51
2025-08-13T00:00:00.000,Dirty Condition,250
2025-08-13T00:00:00.000,HEAT/HOT WATER,106
2025-08-13T00:00:00.000,Illegal Fireworks,3
2025-08-13T00:00:00.000,Illegal Parking,1504
2025-08-13T00:00:00.000,Noise - Residential,495
2025-08-13T00:00:00.000,Noise - Street/Sidewalk,323
2025-08-13T00:00:00.000,Rodent,119
2025-08-13T00:00:00.000,Street Condition,209
2025-08-14T00:00:00.000,Blocked Driveway,432
2025-08-14T00:00:00.000,Damaged Tree,185
2025-08-14T00:00:00.000,Dead/Dying Tree,60
2025-08-14T00:00:00.000,Dirty Condition,241
2025-08-14T00:00:00.000,HEAT/HOT WATER,94
2025-08-14T00:00:00.000,Illegal Fireworks,2
2025-08-14T00:00:00.000,Illegal Parking,1582
2025-08-14T00:00:00.000,Noise - Residential,619
2025-08-14T00:00:00.000,Noise - Street/Sidewalk,388
2025-08-14T00:00:00.000,Rodent,135
2025-08-14T00:00:00.000,Street Condition,237
2025-08-15T00:00:00.000,Blocked Driveway,402
2025-08-15T00:00:00.000,Damaged Tree,123
2025-08-15T00:00:00.000,Dead/Dying Tree,49
2025-08-15T00:00:00.000,Dirty Condition,153
2025-08-15T00:00:00.000,HEAT/HOT WATER,84
2025-08-15T00:00:00.000,Illegal Fireworks,16
2025-08-15T00:00:00.000,Illegal Parking,1661
2025-08-15T00:00:00.000,Noise - Residential,752
2025-08-15T00:00:00.000,Noise - Street/Sidewalk,730
2025-08-15T00:00:00.000,Rodent,125
2025-08-15T00:00:00.000,Street Condition,203
2025-08-16T00:00:00.000,Blocked Driveway,406
2025-08-16T00:00:00.000,Damaged Tree,60
2025-08-16T00:00:00.000,Dead/Dying Tree,18
2025-08-16T00:00:00.000,Dirty Condition,191
2025-08-16T00:00:00.000,HEAT/HOT WATER,69
2025-08-16T00:00:00.000,Illegal Fireworks,35
2025-08-16T00:00:00.000,Illegal Parking,1436
2025-08-16T00:00:00.000,Noise - Residential,1422
2025-08-16T00:00:00.000,Noise - Street/Sidewalk,1179
2025-08-16T00:00:00.000,Rodent,69
2025-08-16T00:00:00.000,Street Condition,110
2025-08-17T00:00:00.000,Blocked Driveway,432
2025-08-17T00:00:00.000,Damaged Tree,51
2025-08-17T00:00:00.000,Dead/Dying Tree,23
2025-08-17T00:00:00.000,Dirty Condition,184
2025-08-17T00:00:00.000,HEAT/HOT WATER,76
2025-08-17T00:00:00.000,Illegal Fireworks,11
2025-08-17T00:00:00.000,Illegal Parking,1492
2025-08-17T00:00:00.000,Noise - Residential,1325
2025-08-17T00:00:00.000,Noise - Street/Sidewalk,1097
2025-08-17T00:00:00.000,Rodent,85
2025-08-17T00:00:00.000,Street Condition,134
2025-08-18T00:00:00.000,Blocked Driveway,427
2025-08-18T00:00:00.000,Damaged Tree,188
2025-08-18T00:00:00.000,Dead/Dying Tree,47
2025-08-18T00:00:00.000,Dirty Condition,237
2025-08-18T00:00:00.000,HEAT/HOT WATER,101
2025-08-18T00:00:00.000,Illegal Fireworks,8
2025-08-18T00:00:00.000,Illegal Parking,1574
2025-08-18T00:00:00.000,Noise - Residential,702
2025-08-18T00:00:00.000,Noise - Street/Sidewalk,490
2025-08-18T00:00:00.000,Rodent,127
2025-08-18T00:00:00.000,Street Condition,213
2025-08-19T00:00:00.000,Blocked Driveway,396
2025-08-19T00:00:00.000,Damaged Tree,93
2025-08-19T00:00:00.000,Dead/Dying Tree,45
2025-08-19T00:00:00.000,Dirty Condition,227
2025-08-19T00:00:00.000,HEAT/HOT WATER,101
2025-08-19T00:00:00.000,Illegal Fireworks,7
2025-08-19T00:00:00.000,Illegal Parking,1680
2025-08-19T00:00:00.000,Noise - Residential,746
2025-08-19T00:00:00.000,Noise - Street/Sidewalk,492
2025-08-19T00:00:00.000,Rodent,120
2025-08-19T00:00:00.000,Street Condition,214
2025-08-20T00:00:00.000,Blocked Driveway,394
2025-08-20T00:00:00.000,Damaged Tree,111
2025-08-20T00:00:00.000,Dead/Dying Tree,44
2025-08-20T00:00:00.000,Dirty Condition,157
2025-08-20T00:00:00.000,HEAT/HOT WATER,95
2025-08-20T00:00:00.000,Illegal Fireworks,1
2025-08-20T00:00:00.000,Illegal Parking,1206
2025-08-20T00:00:00.000,Noise - Residential,668
2025-08-20T00:00:00.000,Noise - Street/Sidewalk,235
2025-08-20T00:00:00.000,Rodent,110
2025-08-20T00:00:00.000,Street Condition,207
2025-08-21T00:00:00.000,Blocked Driveway,389
2025-08-21T00:00:00.000,Damaged Tree,220
2025-08-21T00:00:00.000,Dead/Dying Tree,65
2025-08-21T00:00:00.000,Dirty Condition,153
2025-08-21T00:00:00.000,HEAT/HOT WATER,115
2025-08-21T00:00:00.000,Illegal Parking,1480
2025-08-21T00:00:00.000,Noise - Residential,677
2025-08-21T00:00:00.000,Noise - Street/Sidewalk,422
2025-08-21T00:00:00.000,Rodent,156
2025-08-21T00:00:00.000,Street Condition,163
2025-08-22T00:00:00.000,Blocked Driveway,422
2025-08-22T00:00:00.000,Damaged Tree,105
2025-08-22T00:00:00.000,Dead/Dying Tree,53
2025-08-22T00:00:00.000,Dirty Condition,165
2025-08-22T00:00:00.000,HEAT/HOT WATER,85
2025-08-22T00:00:00.000,Illegal Fireworks,6
2025-08-22T00:00:00.000,Illegal Parking,1481
2025-08-22T00:00:00.000,Noise - Residential,981
2025-08-22T00:00:00.000,Noise - Street/Sidewalk,855
2025-08-22T00:00:00.000,Rodent,108
2025-08-22T00:00:00.000,Street Condition,194
2025-08-23T00:00:00.000,Blocked Driveway,426
2025-08-23T00:00:00.000,Damaged Tree,77
2025-08-23T00:00:00.000,Dead/Dying Tree,27
2025-08-23T00:00:00.000,Dirty Condition,166
2025-08-23T00:00:00.000,HEAT/HOT WATER,99
2025-08-23T00:00:00.000,Illegal Fireworks,32
2025-08-23T00:00:00.000,Illegal Parking,1431
2025-08-23T00:00:00.000,Noise - Residential,1893
2025-08-23T00:00:00.000,Noise - Street/Sidewalk,1535
2025-08-23T00:00:00.000,Rodent,89
2025-08-23T00:00:00.000,Street Condition,109
2025-08-24T00:00:00.000,Blocked Driveway,409
2025-08-24T00:00:00.000,Damaged Tree,93
2025-08-24T00:00:00.000,Dead/Dying Tree,19
2025-08-24T00:00:00.000,Dirty Condition,181
2025-08-24T00:00:00.000,HEAT/HOT WATER,99
2025-08-24T00:00:00.000,Illegal Fireworks,11
2025-08-24T00:00:00.000,Illegal Parking,1443
2025-08-24T00:00:00.000,Noise - Residential,1503
2025-08-24T00:00:00.000,Noise - Street/Sidewalk,1462
2025-08-24T00:00:00.000,Rodent,77
2025-08-24T00:00:00.000,Street Condition,109
2025-08-25T00:00:00.000,Blocked Driveway,442
2025-08-25T00:00:00.000,Damaged Tree,108
2025-08-25T00:00:00.000,Dead/Dying Tree,52
2025-08-25T00:00:00.000,Dirty Condition,206
2025-08-25T00:00:00.000,HEAT/HOT WATER,113
2025-08-25T00:00:00.000,Illegal Fireworks,7
2025-08-25T00:00:00.000,Illegal Parking,1496
2025-08-25T00:00:00.000,Noise - Residential,785
2025-08-25T00:00:00.000,Noise - Street/Sidewalk,491
2025-08-25T00:00:00.000,Rodent,146
2025-08-25T00:00:00.000,Street Condition,215
2025-08-26T00:00:00.000,Blocked Driveway,431
2025-08-26T00:00:00.000,Damaged Tree,106
2025-08-26T00:00:00.000,Dead/Dying Tree,45
2025-08-26T00:00:00.000,Dirty Condition,196
2025-08-26T00:00:00.000,HEAT/HOT WATER,140
2025-08-26T00:00:00.000,Illegal Fireworks,2
2025-08-26T00:00:00.000,Illegal Parking,1648
2025-08-26T00:00:00.000,Noise - Residential,714
2025-08-26T00:00:00.000,Noise - Street/Sidewalk,513
2025-08-26T00:00:00.000,Rodent,108
2025-08-26T00:00:00.000,Street Condition,238
2025-08-27T00:00:00.000,Blocked Driveway,422
2025-08-27T00:00:00.000,Damaged Tree,120
2025-08-27T00:00:00.000,Dead/Dying Tree,47
2025-08-27T00:00:00.000,Dirty Condition,215
2025-08-27T00:00:00.000,HEAT/HOT WATER,109
2025-08-27T00:00:00.000,Illegal Fireworks,2
2025-08-27T00:00:00.000,Illegal Parking,1543
2025-08-27T00:00:00.000,Noise - Residential,771
2025-08-27T00:00:00.000,Noise - Street/Sidewalk,460
2025-08-27T00:00:00.000,Rodent,131
2025-08-27T00:00:00.000,Street Condition,205
2025-08-28T00:00:00.000,Blocked Driveway,402
2025-08-28T00:00:00.000,Damaged Tree,76
2025-08-28T00:00:00.000,Dead/Dying Tree,37
2025-08-28T00:00:00.000,Dirty Condition,209
2025-08-28T00:00:00.000,HEAT/HOT WATER,95
2025-08-28T00:00:00.000,Illegal Fireworks,4
2025-08-28T00:00:00.000,Illegal Parking,1614
2025-08-28T00:00:00.000,Noise - Residential,782
2025-08-28T00:00:00.000,Noise - Street/Sidewalk,558
2025-08-28T00:00:00.000,Rodent,109
2025-08-28T00:00:00.000,Street Condition,209
2025-08-29T00:00:00.000,Blocked Driveway,402
2025-08-29T00:00:00.000,Damaged Tree,88
2025-08-29T00:00:00.000,Dead/Dying Tree,32
2025-08-29T00:00:00.000,Dirty Condition,199
2025-08-29T00:00:00.000,HEAT/HOT WATER,108
2025-08-29T00:00:00.000,Illegal Fireworks,5
2025-08-29T00:00:00.000,Illegal Parking,1532
2025-08-29T00:00:00.000,Noise - Residential,964
2025-08-29T00:00:00.000,Noise - Street/Sidewalk,724
2025-08-29T00:00:00.000,Rodent,101
2025-08-29T00:00:00.000,Street Condition,156
2025-08-30T00:00:00.000,Blocked Driveway,441
2025-08-30T00:00:00.000,Damaged Tree,47
2025-08-30T00:00:00.000,Dead/Dying Tree,14
2025-08-30T00:00:00.000,Dirty Condition,140
2025-08-30T00:00:00.000,HEAT/HOT WATER,80
2025-08-30T00:00:00.000,Illegal Fireworks,26
2025-08-30T00:00:00.000,Illegal Parking,1462
2025-08-30T00:00:00.000,Noise - Residential,1797
2025-08-30T00:00:00.000,Noise - Street/Sidewalk,1347
2025-08-30T00:00:00.000,Rodent,76
2025-08-30T00:00:00.000,Street Condition,109
2025-08-31T00:00:00.000,Blocked Driveway,514
2025-08-31T00:00:00.000,Damaged Tree,59
2025-08-31T00:00:00.000,Dead/Dying Tree,16
2025-08-31T00:00:00.000,Dirty Condition,178
2025-08-31T00:00:00.000,HEAT/HOT WATER,140
2025-08-31T00:00:00.000,Illegal Fireworks,59
2025-08-31T00:00:00.000,Illegal Parking,1377
2025-08-31T00:00:00.000,Noise - Residential,2185
2025-08-31T00:00:00.000,Noise - Street/Sidewalk,1542
2025-08-31T00:00:00.000,Rodent,80
2025-08-31T00:00:00.000,Street Condition,72
2025-09-01T00:00:00.000,Blocked Driveway,508
2025-09-01T00:00:00.000,Damaged Tree,37
2025-09-01T00:00:00.000,Dead/Dying Tree,24
2025-09-01T00:00:00.000,Dirty Condition,185
2025-09-01T00:00:00.000,HEAT/HOT WATER,128
2025-09-01T00:00:00.000,Illegal Fireworks,74
2025-09-01T00:00:00.000,Illegal Parking,1426
2025-09-01T00:00:00.000,Noise - Residential,1626
2025-09-01T00:00:00.000,Noise - Street/Sidewalk,1300
2025-09-01T00:00:00.000,Rodent,95
2025-09-01T00:00:00.000,Street Condition,96
2025-09-02T00:00:00.000,Blocked Driveway,589
2025-09-02T00:00:00.000,Damaged Tree,79
2025-09-02T00:00:00.000,Dead/Dying Tree,45
2025-09-02T00:00:00.000,Dirty Condition,270
2025-09-02T00:00:00.000,HEAT/HOT WATER,126
2025-09-02T00:00:00.000,Illegal Fireworks,13
2025-09-02T00:00:00.000,Illegal Parking,1863
2025-09-02T00:00:00.000,Noise - Residential,739
2025-09-02T00:00:00.000,Noise - Street/Sidewalk,498
2025-09-02T00:00:00.000,Rodent,136
2025-09-02T00:00:00.000,Street Condition,241
2025-09-03T00:00:00.000,Blocked Driveway,466
2025-09-03T00:00:00.000,Damaged Tree,76
2025-09-03T00:00:00.000,Dead/Dying Tree,44
2025-09-03T00:00:00.000,Dirty Condition,254
2025-09-03T00:00:00.000,HEAT/HOT WATER,126
2025-09-03T00:00:00.000,Illegal Fireworks,8
2025-09-03T00:00:00.000,Illegal Parking,1758
2025-09-03T00:00:00.000,Noise - Residential,694
2025-09-03T00:00:00.000,Noise - Street/Sidewalk,442
2025-09-03T00:00:00.000,Rodent,143
2025-09-03T00:00:00.000,Street Condition,211
2025-09-04T00:00:00.000,Blocked Driveway,549
2025-09-04T00:00:00.000,Damaged Tree,163
2025-09-04T00:00:00.000,Dead/Dying Tree,42
2025-09-04T00:00:00.000,Dirty Condition,266
2025-09-04T00:00:00.000,HEAT/HOT WATER,106
2025-09-04T00:00:00.000,Illegal Fireworks,1
2025-09-04T00:00:00.000,Illegal Parking,1955
2025-09-04T00:00:00.000,Noise - Residential,631
2025-09-04T00:00:00.000,Noise - Street/Sidewalk,366
2025-09-04T00:00:00.000,Rodent,121
2025-09-04T00:00:00.000,Street Condition,194
2025-09-05T00:00:00.000,Blocked Driveway,521
2025-09-05T00:00:00.000,Damaged Tree,143
2025-09-05T00:00:00.000,Dead/Dying Tree,41
2025-09-05T00:00:00.000,Dirty Condition,249
2025-09-05T00:00:00.000,HEAT/HOT WATER,118
2025-09-05T00:00:00.000,Illegal Fireworks,8
2025-09-05T00:00:00.000,Illegal Parking,1848
2025-09-05T00:00:00.000,Noise - Residential,790
2025-09-05T00:00:00.000,Noise - Street/Sidewalk,625
2025-09-05T00:00:00.000,Rodent,113
2025-09-05T00:00:00.000,Street Condition,184
2025-09-06T00:00:00.000,Blocked Driveway,506
2025-09-06T00:00:00.000,Damaged Tree,188
2025-09-06T00:00:00.000,Dead/Dying Tree,18
2025-09-06T00:00:00.000,Dirty Condition,208
2025-09-06T00:00:00.000,HEAT/HOT WATER,92
2025-09-06T00:00:00.000,Illegal Fireworks,27
2025-09-06T00:00:00.000,Illegal Parking,1586
2025-09-06T00:00:00.000,Noise - Residential,1223
2025-09-06T00:00:00.000,Noise - Street/Sidewalk,836
2025-09-06T00:00:00.000,Rodent,79
2025-09-06T00:00:00.000,Street Condition,82
2025-09-07T00:00:00.000,Blocked Driveway,477
2025-09-07T00:00:00.000,Damaged Tree,167
2025-09-07T00:00:00.000,Dead/Dying Tree,22
2025-09-07T00:00:00.000,Dirty Condition,131
2025-09-07T00:00:00.000,HEAT/HOT WATER,137
2025-09-07T00:00:00.000,Illegal Fireworks,14
2025-09-07T00:00:00.000,Illegal Parking,1757
2025-09-07T00:00:00.000,Noise - Residential,1358
2025-09-07T00:00:00.000,Noise - Street/Sidewalk,709
2025-09-07T00:00:00.000,Rodent,83
2025-09-07T00:00:00.000,Street Condition,128
2025-09-08T00:00:00.000,Blocked Driveway,551
2025-09-08T00:00:00.000,Damaged Tree,171
2025-09-08T00:00:00.000,Dead/Dying Tree,60
2025-09-08T00:00:00.000,Dirty Condition,223
2025-09-08T00:00:00.000,HEAT/HOT WATER,124
2025-09-08T00:00:00.000,Illegal Fireworks,3
2025-09-08T00:00:00.000,Illegal Parking,1961
2025-09-08T00:00:00.000,Noise - Residential,777
2025-09-08T00:00:00.000,Noise - Street/Sidewalk,494
2025-09-08T00:00:00.000,Rodent,140
2025-09-08T00:00:00.000,Street Condition,258
2025-09-09T00:00:00.000,Blocked Driveway,551
2025-09-09T00:00:00.000,Damaged Tree,115
2025-09-09T00:00:00.000,Dead/Dying Tree,42
2025-09-09T00:00:00.000,Dirty Condition,255
2025-09-09T00:00:00.000,HEAT/HOT WATER,114
2025-09-09T00:00:00.000,Illegal Fireworks,3
2025-09-09T00:00:00.000,Illegal Parking,1933
2025-09-09T00:00:00.000,Noise - Residential,704
2025-09-09T00:00:00.000,Noise - Street/Sidewalk,430
2025-09-09T00:00:00.000,Rodent,156
2025-09-09T00:00:00.000,Street Condition,267
2025-09-10T00:00:00.000,Blocked Driveway,502
2025-09-10T00:00:00.000,Damaged Tree,145
2025-09-10T00:00:00.000,Dead/Dying Tree,44
2025-09-10T00:00:00.000,Dirty Condition,188
2025-09-10T00:00:00.000,HEAT/HOT WATER,139
2025-09-10T00:00:00.000,Illegal Parking,1885
2025-09-10T00:00:00.000,Noise - Residential,666
2025-09-10T00:00:00.000,Noise - Street/Sidewalk,401
2025-09-10T00:00:00.000,Rodent,114
2025-09-10T00:00:00.000,Street Condition,234
2025-09-11T00:00:00.000,Blocked Driveway,491
2025-09-11T00:00:00.000,Damaged Tree,94
2025-09-11T00:00:00.000,Dead/Dying Tree,50
2025-09-11T00:00:00.000,Dirty Condition,211
2025-09-11T00:00:00.000,HEAT/HOT WATER,122
2025-09-11T00:00:00.000,Illegal Fireworks,1
2025-09-11T00:00:00.000,Illegal Parking,1958
2025-09-11T00:00:00.000,Noise - Residential,707
2025-09-11T00:00:00.000,Noise - Street/Sidewalk,539
2025-09-11T00:00:00.000,Rodent,128
2025-09-11T00:00:00.000,Street Condition,203
2025-09-12T00:00:00.000,Blocked Driveway,536
2025-09-12T00:00:00.000,Damaged Tree,84
2025-09-12T00:00:00.000,Dead/Dying Tree,37
2025-09-12T00:00:00.000,Dirty Condition,198
2025-09-12T00:00:00.000,HEAT/HOT WATER,102
2025-09-12T00:00:00.000,Illegal Fireworks,7
2025-09-12T00:00:00.000,Illegal Parking,1849
2025-09-12T00:00:00.000,Noise - Residential,1012
2025-09-12T00:00:00.000,Noise - Street/Sidewalk,838
2025-09-12T00:00:00.000,Rodent,100
2025-09-12T00:00:00.000,Street Condition,220
2025-09-13T00:00:00.000,Blocked Driveway,526
2025-09-13T00:00:00.000,Damaged Tree,75
2025-09-13T00:00:00.000,Dead/Dying Tree,19
2025-09-13T00:00:00.000,Dirty Condition,139
2025-09-13T00:00:00.000,HEAT/HOT WATER,84
2025-09-13T00:00:00.000,Illegal Fireworks,33
2025-09-13T00:00:00.000,Illegal Parking,1754
2025-09-13T00:00:00.000,Noise - Residential,1761
2025-09-13T00:00:00.000,Noise - Street/Sidewalk,1165
2025-09-13T00:00:00.000,Rodent,76
2025-09-13T00:00:00.000,Street Condition,101
2025-09-14T00:00:00.000,Blocked Driveway,500
2025-09-14T00:00:00.000,Damaged Tree,48
2025-09-14T00:00:00.000,Dead/Dying Tree,16
2025-09-14T00:00:00.000,Dirty Condition,176
2025-09-14T00:00:00.000,HEAT/HOT WATER,80
2025-09-14T00:00:00.000,Illegal Fireworks,4
2025-09-14T00:00:00.000,Illegal Parking,1760
2025-09-14T00:00:00.000,Noise - Residential,1898
2025-09-14T00:00:00.000,Noise - Street/Sidewalk,1237
2025-09-14T00:00:00.000,Rodent,87
2025-09-14T00:00:00.000,Street Condition,106
2025-09-15T00:00:00.000,Blocked Driveway,592
2025-09-15T00:00:00.000,Damaged Tree,79
2025-09-15T00:00:00.000,Dead/Dying Tree,40
2025-09-15T00:00:00.000,Dirty Condition,276
2025-09-15T00:00:00.000,HEAT/HOT WATER,133
2025-09-15T00:00:00.000,Illegal Fireworks,3
2025-09-15T00:00:00.000,Illegal Parking,1866
2025-09-15T00:00:00.000,Noise - Residential,691
2025-09-15T00:00:00.000,Noise - Street/Sidewalk,453
2025-09-15T00:00:00.000,Rodent,140
2025-09-15T00:00:00.000,Street Condition,211
2025-09-16T00:00:00.000,Blocked Driveway,518
2025-09-16T00:00:00.000,Damaged Tree,85
2025-09-16T00:00:00.000,Dead/Dying Tree,38
2025-09-16T00:00:00.000,Dirty Condition,250
2025-09-16T00:00:00.000,HEAT/HOT WATER,117
2025-09-16T00:00:00.000,Illegal Fireworks,3
2025-09-16T00:00:00.000,Illegal Parking,2121
2025-09-16T00:00:00.000,Noise - Residential,684
2025-09-16T00:00:00.000,Noise - Street/Sidewalk,386
2025-09-16T00:00:00.000,Rodent,107
2025-09-16T00:00:00.000,Street Condition,243
2025-09-17T00:00:00.000,Blocked Driveway,486
2025-09-17T00:00:00.000,Damaged Tree,77
2025-09-17T00:00:00.000,Dead/Dying Tree,35
2025-09-17T00:00:00.000,Dirty Condition,246
2025-09-17T00:00:00.000,HEAT/HOT WATER,139
2025-09-17T00:00:00.000,Illegal Fireworks,3
